No,Name,Pos,Status,Height,Inches,Random,Weight,Birthdate,Exp,College,Team
47,"Gerry, Nate",LB,ACT,"6'2""",74,0.718572808,230,2/23/1995,3,Nebraska,PHI
49,"Board, Chris",LB,ACT,"6'2""",74,0.718355815,237,7/23/1995,2,North Dakota State,BAL
67,"Skule, Justin",OT,ACT,"6'6""",78,0.717664268,315,11/23/1996,0,Vanderbilt,SF
61,"Prince, R.J.",OG,ACT,"6'6""",78,0.717412899,320,4/19/1995,1,North Carolina,BAL
97,"Okafor, Alex",DE,ACT,"6'4""",76,0.717386643,261,2/8/1991,7,Texas,KC
58,"Kalambayi, Peter",LB,ACT,"6'3""",75,0.716026105,254,6/26/1995,2,Stanford,HOU
83,"Perkins, Josh",TE,ACT,"6'3""",75,0.715551185,223,8/5/1993,3,Washington,PHI
29,"Callahan, Bryce",CB,ACT,"5'9""",69,0.715478393,188,10/23/1991,5,Rice,DEN
25,"Harris, Erik",FS,ACT,"6'2""",74,0.71538228,220,4/2/1990,4,California (PA),OAK
27,"Coleman, Justin",CB,ACT,"5'11""",71,0.715028966,190,3/27/1993,5,Tennessee,DET
71,"Wagner, Rick",OT,ACT,"6'6""",78,0.715018725,315,10/21/1989,7,Wisconsin,DET
70,"Loewen, Mitchell",DE,ACT,"6'5""",77,0.714994037,275,2/14/1993,3,Arkansas,DET
21,"Darby, Ronald",CB,ACT,"5'11""",71,0.71477057,193,1/2/1994,5,Florida State,PHI
16,"McKnight, Kelvin",WR,ACT,"5'8""",68,0.714633944,186,4/25/1997,0,Samford,DEN
30,"Mabin, Greg",CB,ACT,"6'2""",74,0.712344784,195,6/25/1994,3,Iowa,SF
20,"Reid, Justin",SS,ACT,"6'1""",73,0.712178372,203,2/15/1997,2,Stanford,HOU
19,"Lewis, Kahlil",WR,ACT,"6'0""",72,0.711871413,195,8/31/1997,0,Cincinnati,ATL
80,"Holton, Johnny",WR,ACT,"6'3""",75,0.711819079,190,8/22/1991,3,Cincinnati,PIT
46,"Kalu, Joshua",DB,ACT,"6'0""",72,0.711443259,203,8/28/1995,1,Nebraska,TEN
28,"Murray, Latavius",RB,ACT,"6'3""",75,0.710237176,230,1/18/1990,7,Central Florida,NO
64,"Johnson, Dorian",OG,RES,"6'5""",77,0.710139871,305,10/21/1994,1,Pittsburgh,CAR
41,"Kamara, Alvin",RB,ACT,"5'10""",70,0.710109253,215,7/25/1995,3,Tennessee,NO
79,"Hargrave, Javon",NT,ACT,"6'2""",74,0.709743912,305,2/7/1993,4,South Carolina State,PIT
22,"McDonald, T.J.",SS,ACT,"6'2""",74,0.709695051,215,1/26/1991,7,USC,MIA
86,"Easley, Nick",WR,ACT,"5'11""",71,0.708874876,203,1/14/1997,0,Iowa,BUF
81,"Daniels, Darrell",TE,ACT,"6'3""",75,0.708795359,256,11/22/1994,3,Washington,ARI
8,"Taylor, Jamar",CB,ACT,"5'11""",71,0.708630099,192,9/29/1990,7,Boise State,SEA
26,"Michel, Sony",RB,ACT,"5'11""",71,0.707965582,215,2/17/1995,2,Georgia,NE
31,"Abdullah, Ameer",RB,ACT,"5'9""",69,0.707716326,203,6/13/1993,5,Nebraska,MIN
44,"Bellore, Nick",RB,ACT,"6'1""",73,0.707513032,250,5/12/1989,9,Central Michigan,SEA
32,"Janovich, Andy",FB,ACT,"6'1""",73,0.707341947,238,5/23/1993,4,Nebraska,DEN
40,"Brothers, Kentrell",LB,ACT,"6'1""",73,0.707034701,242,2/8/1993,4,Missouri,MIN
51,"Egbule, Emeke",LB,ACT,"6'2""",74,0.70611106,245,10/13/1996,0,Houston,LAC
58,"Quinn, Robert",DE,ACT,"6'4""",76,0.706110947,260,5/18/1990,9,North Carolina,DAL
8,"Jackson, Lamar",QB,ACT,"6'2""",74,0.706066844,212,1/7/1997,2,Louisville,BAL
9,"Gano, Graham",K,ACT,"6'2""",74,0.705661035,202,4/9/1987,10,Florida State,CAR
37,"Allen, Ricardo",FS,ACT,"5'9""",69,0.70546101,186,12/18/1991,5,Purdue,ATL
4,"Badgley, Mike",K,ACT,"5'10""",70,0.705410511,183,7/28/1995,2,Miami (Fla.),LAC
40,"Killings, D.J.",DB,ACT,"5'10""",70,0.705385093,195,8/9/1995,1,Central Florida,OAK
58,"Stidham, Jarrett",QB,ACT,"6'3""",75,0.705141703,215,8/8/1996,0,Auburn,NE
98,"McKinley, Takkarist",DE,ACT,"6'2""",74,0.704546592,250,11/2/1995,3,UCLA,ATL
27,"Thornton, Josh",CB,ACT,"5'11""",71,0.70419357,185,11/24/1992,1,Southern Utah,CAR
25,"Hilliard, Dontrell",RB,ACT,"5'11""",71,0.702810938,202,2/26/1995,2,Tulane,CLE
36,"King, Brandon",LB,ACT,"6'2""",74,0.702709429,220,6/8/1993,5,Auburn,NE
28,"White, James",RB,ACT,"5'10""",70,0.70242123,205,2/3/1992,6,Wisconsin,NE
68,"Pasztor, Austin",OG,ACT,"6'7""",79,0.702357432,305,11/26/1990,6,Virginia,TEN
30,"Conner, James",RB,ACT,"6'1""",73,0.7021499,233,5/5/1995,3,Pittsburgh,PIT
40,"Peace, Chris",LB,ACT,"6'2""",74,0.702067326,238,2/8/1996,0,Virginia,LAC
12,"Godwin, Chris",WR,ACT,"6'1""",73,0.700951377,209,2/27/1996,3,Penn State,TB
93,"Wormley, Chris",NT,ACT,"6'5""",77,0.700733264,300,10/25/1993,3,Michigan,BAL
35,"Pope, Troymaine",RB,ACT,"5'8""",68,0.700586243,205,11/29/1993,2,Jacksonville State,LAC
50,"Lee, Darron",ILB,ACT,"6'1""",73,0.699987367,232,10/18/1994,4,Ohio State,KC
65,"Hawkins, Jerald",OT,ACT,"6'6""",78,0.699921111,305,10/16/1993,4,LSU,PIT
5,"Bailey, Dan",K,ACT,"6'0""",72,0.69957865,190,1/26/1988,9,Oklahoma State,MIN
54,"Ingram, Melvin",DE,ACT,"6'2""",74,0.69867311,247,4/26/1989,8,South Carolina,LAC
77,"Turner, Billy",OT,ACT,"6'5""",77,0.698278209,310,10/17/1991,6,North Dakota State,GB
48,"Cichy, Jack",LB,ACT,"6'2""",74,0.698097114,238,5/5/1996,2,Wisconsin,TB
13,"Pringle, Byron",WR,ACT,"6'1""",73,0.697919075,203,11/17/1993,2,Kansas State,KC
74,"Hurst, James",OT,ACT,"6'5""",77,0.697857624,310,12/17/1991,6,North Carolina,BAL
3,"Griffin III, Robert",QB,ACT,"6'2""",74,0.697776815,213,2/12/1990,6,Baylor,BAL
9,"Dixon, Riley",P,ACT,"6'5""",77,0.697756375,226,8/24/1993,4,Syracuse,NYG
99,"Tillery, Jerry",DT,ACT,"6'6""",78,0.697488039,295,10/8/1996,0,Notre Dame,LAC
18,"Tolliver, Jalen",WR,ACT,"6'3""",75,0.696807978,210,12/30/1995,1,Arkansas-Monticello,TEN
11,"Davis, Trevor",WR,ACT,"6'1""",73,0.696518835,188,7/4/1993,4,California,GB
41,"Smith, Keith",FB,ACT,"6'0""",72,0.696188365,240,4/8/1992,6,San Jose State,OAK
31,"Doss, Lorenzo",CB,ACT,"5'11""",71,0.696002744,185,4/22/1994,5,Tulane,CAR
66,"Droogsma, Austin",OG,ACT,"6'3""",75,0.695437824,331,3/4/1995,0,Florida State,NYG
27,"Mullen, Trayvon",CB,ACT,"6'2""",74,0.694930594,200,9/20/1997,0,Clemson,OAK
72,"Gettis, Adam",OG,ACT,"6'3""",75,0.694759044,315,12/9/1988,6,Iowa,ATL
58,"Hicks, Jordan",MLB,ACT,"6'1""",73,0.694479082,236,6/27/1992,5,Texas,ARI
37,"Hooker, Amani",DB,ACT,"5'11""",71,0.693981059,210,6/14/1998,0,Iowa,TEN
57,"Pittman, Anthony",LB,ACT,"6'3""",75,0.692898314,224,11/24/1996,0,Wayne State (Mich.),DET
35,"Killebrew, Miles",DB,ACT,"6'2""",74,0.692863502,222,5/10/1993,4,Southern Utah,DET
26,"Barkley, Saquon",RB,ACT,"6'0""",72,0.692850616,233,2/9/1997,2,Penn State,NYG
60,"Lobendahn, Toa",C,PUP,"6'3""",75,0.692343561,295,2/14/1996,0,USC,NYJ
79,"Wozniak, Nate",OT,ACT,"6'10""",82,0.691892986,280,8/30/1994,1,Minnesota,NO
71,"Smith, Andre",OT,ACT,"6'4""",76,0.691831176,325,1/25/1987,11,Alabama,CIN
3,"Anderson, Drew",QB,ACT,"6'4""",76,0.691709577,221,10/18/1995,0,Murray State,ARI
15,"Brown, John",WR,ACT,"5'11""",71,0.691110116,178,4/3/1990,6,Pittsburg State,BUF
1,"Thompson, Deonte",WR,ACT,"6'0""",72,0.690761145,204,2/14/1989,7,Florida,NYJ
34,"Edwards, Mike",SAF,ACT,"5'10""",70,0.690211667,205,5/18/1996,0,Kentucky,TB
62,"Reiter, Austin",C,ACT,"6'3""",75,0.689075592,300,11/27/1991,4,South Florida,KC
24,"Joseph, Johnathan",CB,ACT,"5'11""",71,0.688975065,186,4/16/1984,14,South Carolina,HOU
47,"Windt, Mike",LS,ACT,"6'1""",73,0.688682981,237,5/29/1986,10,Cincinnati,LAC
56,"Alexander, Kwon",MLB,ACT,"6'1""",73,0.688625302,227,8/3/1994,5,LSU,SF
90,"Clowney, Jadeveon",OLB,ACT,"6'5""",77,0.688216785,255,2/14/1993,6,South Carolina,HOU
6,"Kelly, Chad",QB,ACT,"6'2""",74,0.686790769,216,3/26/1994,2,Mississippi,IND
68,"James, Andre",OT,ACT,"6'4""",76,0.686347116,300,5/2/1997,0,UCLA,OAK
46,"Burton, Michael",RB,ACT,"6'0""",72,0.685501309,240,2/1/1992,5,Rutgers,NO
99,"Atkins, John",DT,ACT,"6'3""",75,0.685229993,320,12/21/1992,1,Georgia,DET
45,"Washington, Charles",DB,ACT,"5'10""",70,0.685088834,192,3/10/1993,3,Fresno State,DET
39,"Johnson, Isaiah",FS,ACT,"6'0""",72,0.684614836,209,10/14/1992,2,South Carolina,TB
31,"Jones, Jonathan",DB,ACT,"5'10""",70,0.683456202,190,9/20/1993,4,Auburn,NE
,"Thompson, Chris",WR,ACT,"6'0""",72,0.683107936,175,5/9/1994,2,Florida,SF
,"Liner, Dee",DT,ACT,"6'2""",74,0.682605624,334,10/29/1993,0,Arkansas State,LAC
66,"Price, Norman",OT,ACT,"6'4""",76,0.680884549,311,8/25/1994,1,Southern Mississippi,CAR
2,"McGough, Alex",QB,ACT,"6'3""",75,0.680575117,214,11/19/1995,1,Florida International,JAX
15,"Griffey, Trey",WR,ACT,"6'3""",75,0.680524841,192,1/19/1994,1,Arizona,PIT
45,"Giles-Harris, Joe",LB,ACT,"6'2""",74,0.680417102,234,4/1/1997,0,Duke,JAX
83,"Snead, Willie",WR,ACT,"5'11""",71,0.679958092,200,10/17/1992,5,Ball State,BAL
29,"Melvin, Rashaan",CB,ACT,"6'2""",74,0.679651443,194,10/2/1989,7,Northern Illinois,DET
18,"Conley, Chris",WR,ACT,"6'3""",75,0.679583655,205,10/25/1992,5,Georgia,JAX
26,"Hayward, Casey",CB,ACT,"5'11""",71,0.679202654,192,9/9/1989,8,Vanderbilt,LAC
44,"Lacey, Deon",LB,ACT,"6'3""",75,0.678871128,235,7/18/1990,3,West Alabama,BUF
17,"Patterson, Damoun",WR,ACT,"6'2""",74,0.678294644,190,9/16/1994,1,Youngstown State,NE
55,"Ford, Dee",OLB,ACT,"6'2""",74,0.677494477,252,3/19/1991,6,Auburn,SF
73,"Foster, Ramon",OG,ACT,"6'5""",77,0.677297494,328,1/7/1986,11,Tennessee,PIT
35,"Dean, Jamel",DB,ACT,"6'1""",73,0.676902082,206,10/15/1996,0,Auburn,TB
43,"Kinnel, Tyree",DB,ACT,"5'11""",71,0.676807012,207,1/31/1997,0,Michigan,CIN
63,"Volson, Tanner",C,ACT,"6'4""",76,0.676340968,306,5/4/1996,0,North Dakota State,LAC
35,"Nicholson, Montae",SS,ACT,"6'2""",74,0.676019595,212,12/4/1995,3,Michigan State,WAS
23,"Smith, Tye",CB,ACT,"6'0""",72,0.675660005,195,5/3/1993,4,Towson,TEN
98,"Peters, Corey",DT,ACT,"6'3""",75,0.675007037,335,6/8/1988,10,Kentucky,ARI
30,"Caldwell, Josh",RB,ACT,"5'11""",71,0.674742392,220,5/28/1996,0,Northwest Missouri State,KC
93,"Campbell, Calais",DE,ACT,"6'8""",80,0.673087643,300,9/1/1986,12,Miami (Fla.),JAX
61,"Jones, Brett",C,ACT,"6'2""",74,0.672823071,315,7/29/1991,5,Regina (Canada),MIN
4,"Carr, Derek",QB,ACT,"6'3""",75,0.672732787,210,3/28/1991,6,Fresno State,OAK
80,"Thomas, Ian",TE,ACT,"6'4""",76,0.672566246,260,6/6/1996,2,Indiana,CAR
33,"Brown, Alex",CB,ACT,"5'11""",71,0.672487052,170,8/30/1996,0,South Carolina State,PHI
84,"Custis, Jamal",WR,ACT,"6'5""",77,0.672139797,213,11/6/1995,0,Syracuse,KC
45,"Lewis, LaTroy",LB,ACT,"6'3""",75,0.671543791,255,11/9/1993,1,Tennessee,TEN
75,"Edoga, Chuma",OT,ACT,"6'3""",75,0.67122796,308,5/25/1997,0,USC,NYJ
76,"Moses, Morgan",OT,ACT,"6'6""",78,0.67121387,330,3/3/1991,6,Virginia,WAS
68,"Okeke, Chidi",OT,ACT,"6'6""",78,0.67006247,315,12/26/1996,0,Tennessee State,KC
40,"Lovett, John",QB,ACT,"6'3""",75,0.669773034,225,4/25/1996,0,Princeton,KC
18,"Horn, Reece",WR,ACT,"6'3""",75,0.669084336,213,2/1/1993,1,Indianapolis,MIA
69,"Shatley, Tyler",C,ACT,"6'3""",75,0.667961839,310,5/5/1991,5,Clemson,JAX
23,"Alford, Robert",CB,ACT,"5'10""",70,0.667826898,186,11/1/1988,7,Southeastern Louisiana,ARI
76,"McGary, Kaleb",OT,ACT,"6'8""",80,0.667244858,324,2/22/1995,0,Washington,ATL
53,"Carney, Malik",LB,ACT,"6'2""",74,0.667006542,251,9/21/1995,0,North Carolina,DET
20,"King, Desmond",DB,ACT,"5'10""",70,0.666108324,200,12/14/1994,3,Iowa,LAC
53,"Bradham, Nigel",OLB,ACT,"6'2""",74,0.6644226,241,9/4/1989,8,Florida State,PHI
49,"Odeyingbo, Dare",DE,ACT,"6'2""",74,0.663178665,282,11/25/1996,0,Vanderbilt,TB
73,"Van Roten, Greg",OG,ACT,"6'3""",75,0.663116366,305,2/26/1990,5,Pennsylvania,CAR
55,"Burr-Kirven, Ben",LB,ACT,"6'0""",72,0.662734524,230,9/8/1997,0,Washington,SEA
95,"Poe, Dontari",DT,ACT,"6'3""",75,0.661287658,346,8/18/1990,8,Memphis,CAR
67,"Brown, Evan",C,ACT,"6'3""",75,0.661129076,316,9/16/1996,2,Southern Methodist,NYG
15,"Cobbs, Simmie",WR,ACT,"6'3""",75,0.659911898,220,8/25/1995,1,Indiana,NO
57,"Canaday, Kameron",LS,ACT,"6'4""",76,0.659567233,245,8/20/1992,3,Portland State,PIT
16,"Hollister, Cody",WR,ACT,"6'4""",76,0.659407637,216,11/18/1993,1,Arkansas,TEN
79,"Amichia, Kofi",OG,ACT,"6'3""",75,0.659208275,305,7/29/1994,1,South Florida,CAR
1,"Johnston, Cameron",P,ACT,"5'11""",71,0.659188472,194,2/24/1992,2,Ohio State,PHI
53,"Wirtel, John",LS,ACT,"6'3""",75,0.659103226,250,8/24/1995,0,Kansas,CHI
84,"Cole, Keelan",WR,ACT,"6'1""",73,0.658976996,194,4/20/1993,3,Kentucky Wesleyan,JAX
26,"Canady, Maurice",CB,ACT,"6'1""",73,0.657127147,193,5/26/1994,4,Virginia,BAL
37,"Mabin, Dylan",DB,ACT,"6'1""",73,0.656950463,195,9/14/1997,0,Fordham,OAK
1,"Murray, Kyler",QB,ACT,"5'10""",70,0.656434637,207,8/7/1997,0,Oklahoma,ARI
55,"Lee, Eric",DE,ACT,"6'3""",75,0.655625926,255,8/6/1994,3,South Florida,DET
98,"Jenkins, Alex",DE,ACT,"6'4""",76,0.655484742,265,1/15/1993,1,Incarnate Word (Tex.),NYG
28,"McCain, Bobby",CB,ACT,"5'11""",71,0.655392605,192,8/18/1993,5,Memphis,MIA
42,"Joseph, Karl",FS,ACT,"5'10""",70,0.65525055,200,9/8/1993,4,West Virginia,OAK
,"Pullard, Hayes",LB,ACT,"6'0""",72,0.654090365,235,4/18/1992,5,USC,ARI
47,"Harris, Josh",LS,ACT,"6'1""",73,0.654059457,240,4/27/1989,8,Auburn,ATL
94,"Thomas, Solomon",DE,ACT,"6'3""",75,0.653680181,280,8/26/1995,3,Stanford,SF
65,"Taylor, Lane",OG,ACT,"6'3""",75,0.652817132,324,11/22/1989,7,Oklahoma State,GB
49,"Griffin, Shaquem",OLB,ACT,"6'0""",72,0.652381709,227,7/20/1995,2,Central Florida,SEA
,"Cheevers, Hamp",DB,ACT,"5'10""",70,0.652380243,180,//,0,Boston College,ATL
51,"Wilson, Mack",LB,ACT,"6'1""",73,0.65218516,233,2/14/1998,0,Alabama,CLE
62,"Larkin, Austin",DE,ACT,"6'3""",75,0.651103963,265,4/6/1995,1,Purdue,ATL
87,"Leggett, Jordan",TE,ACT,"6'5""",77,0.650803286,258,1/31/1995,3,Clemson,TB
79,"Jegede, Iseoluwapo",DT,RES,"6'5""",77,0.64992652,273,//,0,Valdosta State,IND
53,"Price, Billy",C,ACT,"6'4""",76,0.649869493,310,10/11/1994,2,Ohio State,CIN
91,"Armstead, Arik",DE,ACT,"6'7""",79,0.648615165,290,11/15/1993,5,Oregon,SF
77,"Ragnow, Frank",OG,ACT,"6'5""",77,0.64856589,308,5/17/1996,2,Arkansas,DET
45,"Jones, Deion",LB,ACT,"6'1""",73,0.6478364,222,11/4/1994,4,LSU,ATL
63,"Garland, Ben",OG,ACT,"6'5""",77,0.647745519,304,4/6/1988,6,Air Force,SF
51,"Poling, Quentin",LB,ACT,"6'1""",73,0.646974462,235,8/17/1994,1,Ohio U.,MIA
76,"Collins, Aviante",OT,ACT,"6'4""",76,0.646709994,292,4/21/1993,3,Texas Christian,MIN
74,"Johnson, Fred",OG,ACT,"6'7""",79,0.64648846,326,6/5/1997,0,Florida,PIT
47,"Turner, Zeke",LB,ACT,"6'2""",74,0.645847071,214,6/9/1996,2,Washington,ARI
50,"Alaka, Otaro",LB,ACT,"6'3""",75,0.644779831,239,5/18/1996,0,Texas A&M,BAL
37,"Blanding, Quin",DB,ACT,"6'2""",74,0.644656227,210,5/1/1996,1,Virginia,CAR
10,"Williams, Chad",WR,ACT,"6'2""",74,0.644594374,204,10/19/1994,3,Grambling State,ARI
17,"Chark, D.J.",WR,ACT,"6'4""",76,0.644250783,198,9/23/1996,2,LSU,JAX
85,"Grimble, Xavier",TE,ACT,"6'4""",76,0.643429589,261,9/22/1992,4,USC,PIT
46,"Kenney, David",LB,ACT,"6'2""",74,0.643351423,250,2/6/1995,0,Illinois State,TB
54,"Hightower, Dont'a",OLB,ACT,"6'3""",75,0.643279741,260,3/12/1990,8,Alabama,NE
39,"Williams, Malik",RB,ACT,"6'3""",75,0.643152346,221,6/20/1996,1,Louisville,PIT
71,"Peters, Jason",OT,ACT,"6'4""",76,0.643082061,328,1/22/1982,16,Arkansas,PHI
68,"Kalis, Kyle",C,ACT,"6'4""",76,0.642902509,306,12/21/1993,2,Michigan,CLE
79,"Kirkland, Denver",OG,ACT,"6'4""",76,0.642340324,340,3/6/1994,4,Arkansas,OAK
8,"Litton, Chase",QB,ACT,"6'5""",77,0.642188467,230,10/5/1995,1,Marshall,KC
31,"Wilson, Quincy",CB,ACT,"6'2""",74,0.641388054,193,8/16/1996,3,Florida,IND
30,"Lindsay, Phillip",RB,ACT,"5'8""",68,0.641329837,190,7/24/1994,2,Colorado,DEN
73,"Williams, Jonah",OT,ACT,"6'5""",77,0.640800388,305,11/17/1997,0,Alabama,CIN
95,"Bledsoe, Amani",DE,ACT,"6'4""",76,0.640649847,280,2/6/1998,0,Oklahoma,TEN
19,"McKenzie, Isaiah",WR,ACT,"5'8""",68,0.640505187,173,4/9/1995,3,Georgia,BUF
21,"McKissic, J.D.",RB,ACT,"5'10""",70,0.640411057,195,8/15/1993,3,Arkansas State,SEA
62,"Smith, Evan",C,ACT,"6'2""",74,0.63997564,308,7/19/1986,10,Idaho State,TB
78,"Wilkins, Kevin",DE,ACT,"6'2""",74,0.639781915,304,4/10/1995,0,Rutgers,PHI
48,"Scales, Patrick",LS,ACT,"6'4""",76,0.639347801,239,2/11/1988,4,Utah State,CHI
15,"Hogan, Chris",WR,ACT,"6'1""",73,0.639222718,210,10/24/1987,7,Monmouth (N.J.),CAR
23,"Nelson, Nick",CB,ACT,"5'11""",71,0.638894895,205,10/16/1996,2,Wisconsin,OAK
43,"Jibowu, Doyin",DB,ACT,"6'2""",74,0.638850389,200,7/1/1996,0,Fort Hays State,CHI
96,"Urban, Brent",DE,ACT,"6'7""",79,0.637979532,300,5/5/1991,6,Virginia,TEN
41,"Brooks, Nate",DB,ACT,"6'0""",72,0.637844988,192,9/5/1996,0,North Texas,ARI
36,"Nacua, Kai",DB,ACT,"6'0""",72,0.637421432,205,3/3/1995,2,Brigham Young,CAR
66,"Feeney, Dan",OG,ACT,"6'4""",76,0.636671288,310,5/29/1994,3,Indiana,LAC
59,"Lamar, Tre",LB,ACT,"6'3""",75,0.635406868,253,10/8/1997,0,Clemson,DET
80,"Davis, Felton",WR,ACT,"6'3""",75,0.635296642,211,2/25/1997,0,Michigan State,KC
18,"Slater, Matthew",WR,ACT,"6'0""",72,0.634942471,205,9/9/1985,12,UCLA,NE
45,"Vitale, Danny",FB,ACT,"6'0""",72,0.634833632,239,10/26/1993,4,Northwestern,GB
40,"Scarbrough, Bo",RB,ACT,"6'1""",73,0.634689637,235,9/29/1996,1,Alabama,SEA
,"Trawick, Brynden",DB,ACT,"6'2""",74,0.634325946,225,10/23/1989,7,Troy,BAL
40,"Williams, Jordan",LB,ACT,"6'4""",76,0.634298954,262,3/23/1993,2,Tennessee,TEN
93,"Onyemata, David",DT,ACT,"6'4""",76,0.63422044,300,11/13/1992,4,Manitoba (Canada),NO
84,"Cantrell, Dylan",WR,RES,"6'3""",75,0.633608404,226,6/29/1994,1,Texas Tech,LAC
,"Allen, Larry Jr.",OG,ACT,"6'4""",76,0.633281106,285,7/21/1996,0,Harvard,LAC
40,"Singletary, Devin",RB,ACT,"5'7""",67,0.632849217,203,9/3/1997,0,Florida Atlantic,BUF
76,"Brown, Duane",OT,ACT,"6'4""",76,0.632788845,315,8/30/1985,12,Virginia Tech,SEA
38,"Dixon, D'Cota",DB,ACT,"5'10""",70,0.632427452,204,11/20/1994,0,Wisconsin,TB
49,"Crawford, Tre'",LB,ACT,"6'3""",75,0.631714118,235,9/6/1996,0,Alabama-Birmingham,ATL
43,"Jones, Joe",LB,ACT,"6'0""",72,0.631296574,231,2/21/1994,3,Northwestern,DEN
30,"Armstead, Ryquell",RB,ACT,"5'11""",71,0.631017208,220,10/30/1996,0,Temple,JAX
15,"Mahomes, Patrick",QB,ACT,"6'3""",75,0.630783042,230,9/17/1995,3,Texas Tech,KC
79,"Mack, Isaiah",DT,ACT,"6'1""",73,0.629203772,299,3/19/1996,0,Tennessee-Chattanooga,TEN
44,"Jack, Myles",MLB,ACT,"6'1""",73,0.629075553,244,9/3/1995,4,UCLA,JAX
49,"Singleton, Alex",LB,ACT,"6'2""",74,0.628741856,240,12/7/1993,1,Montana State,PHI
29,"Campbell, Chris",DB,RES,"6'1""",73,0.628443713,195,11/27/1995,1,Penn State,NO
63,"Andrews, Josh",C,ACT,"6'2""",74,0.628077744,298,6/21/1991,4,Oregon State,IND
74,"Bates, Ryan",OT,ACT,"6'4""",76,0.627856747,302,2/14/1997,0,Penn State,PHI
96,"Thomas, Robert",NT,ACT,"6'1""",73,0.62747639,316,2/18/1991,3,Arkansas,BUF
36,"Hall, Deiondre'",DB,ACT,"6'2""",74,0.627224185,206,5/31/1994,4,Northern Iowa,PHI
71,"Miller, Wyatt",OT,ACT,"6'4""",76,0.626986657,306,10/23/1995,0,Central Florida,NYJ
35,"Riley, Curtis",FS,ACT,"6'0""",72,0.626720361,190,7/18/1992,5,Fresno State,OAK
75,"Erving, Cameron",OG,ACT,"6'5""",77,0.626486464,313,8/23/1992,5,Florida State,KC
,"Powell, Jake",TE,ACT,"6'6""",78,0.626394584,230,//,0,Monmouth (N.J.),NO
81,"Williams, Mike",WR,ACT,"6'4""",76,0.626359722,220,10/4/1994,3,Clemson,LAC
74,"Lowery, Joe",OG,ACT,"6'7""",79,0.625997018,310,5/20/1996,0,Ohio U.,CHI
40,"Young, Kenny",ILB,ACT,"6'1""",73,0.62593776,234,11/15/1994,2,UCLA,BAL
77,"Flowers, Ereck",OT,ACT,"6'6""",78,0.625804668,330,4/25/1994,5,Miami (Fla.),WAS
39,"Holmes, Valentine",RB,ACT,"6'1""",73,0.624766316,200,6/24/1995,1,No College,NYJ
34,"Thomas, Simeon",DB,ACT,"6'3""",75,0.621441591,197,9/22/1993,1,Louisiana-Lafayette,SEA
47,"Anzalone, Alex",MLB,ACT,"6'3""",75,0.621374632,241,9/22/1994,3,Florida,NO
51,"Stanford, Julian",LB,ACT,"6'1""",73,0.621159228,230,9/2/1990,6,Wagner,BUF
69,"Mason, Shaq",OG,ACT,"6'1""",73,0.62104993,310,8/28/1993,5,Georgia Tech,NE
95,"Garrett, Myles",DE,ACT,"6'4""",76,0.620581559,272,12/29/1995,3,Texas A&M,CLE
22,"Reynolds, Craig",RB,ACT,"5'11""",71,0.620149164,225,6/15/1996,0,Kutztown,WAS
28,"Perkins, Paul",RB,ACT,"5'11""",71,0.620107908,208,11/16/1994,3,UCLA,NYG
33,"Muhammad, Khalfani",RB,ACT,"5'7""",67,0.619883449,174,9/26/1994,1,California,DEN
66,"Morgan, Jordan",OG,ACT,"6'4""",76,0.619758738,311,5/13/1994,2,Kutztown,NYJ
33,"Kalili, Jocquez",DB,ACT,"5'11""",71,0.619606793,185,2/29/1996,0,Nevada-Las Vegas,JAX
61,"Shakir, Maurquice",OG,ACT,"6'4""",76,0.619481485,326,10/14/1993,2,Middle Tennessee State,HOU
43,"Harvey, Jalen",DB,ACT,"6'0""",72,0.618960872,203,9/19/1995,0,Arizona State,SEA
27,"Hairston, Nate",CB,ACT,"6'0""",72,0.618923273,185,6/30/1994,3,Temple,IND
69,"Pryor, Matt",OT,ACT,"6'7""",79,0.618205401,332,12/16/1994,2,Texas Christian,PHI
80,"White, Papi",WR,ACT,"5'9""",69,0.617718447,168,7/19/1996,0,Ohio U.,TEN
4,"Prescott, Dak",QB,ACT,"6'2""",74,0.616101841,235,7/29/1993,4,Mississippi State,DAL
11,"Treadwell, Laquon",WR,ACT,"6'2""",74,0.615552393,215,6/14/1995,4,Mississippi,MIN
78,"Scott, Trent",OT,ACT,"6'5""",77,0.6155092,320,1/25/1994,2,Grambling State,LAC
40,"Sankoh, Tigie",DB,ACT,"5'11""",71,0.615452556,214,11/4/1997,1,No College,CLE
52,"Bethune, Yurik",LB,ACT,"6'4""",76,0.614772225,210,4/5/1997,0,Alabama A&M,ATL
24,"Freeman, Devonta",RB,ACT,"5'8""",68,0.614686306,206,3/15/1992,6,Florida State,ATL
21,"Ingram, Mark",RB,ACT,"5'9""",69,0.614656676,210,12/21/1989,9,Alabama,BAL
87,"Sternberger, Jace",TE,ACT,"6'4""",76,0.614218968,251,6/26/1996,0,Texas A&M,GB
85,"Mickens, Jaydon",WR,ACT,"5'11""",71,0.61404817,170,4/21/1994,3,Washington,CAR
32,"Perry, Senorise",RB,ACT,"6'0""",72,0.613775243,210,9/19/1991,5,Louisville,BUF
27,"Shaw, Josh",CB,ACT,"6'1""",73,0.613765897,197,3/27/1992,5,USC,ARI
